	label	article	year	article_id	src_wiki_id	sent	annotated	source	modifier	target	full_target_name	trg_wiki_id
2188	1	nyt_corpus_2004.har/03/24/1568877.xml	2004.0	1568877.0	Q254	He's the Mozart of bureaucrats.''	|He|'s the *Mozart* of /bureaucrats/.''	Mozart	bureaucrats	He	Richard A. Clarke	Q560747
2189	1	nyt_corpus_2006.har/09/08/1788278.xml	2006.0	1788278.0	Q170779	Madeleine K. Albright has also objected to her portrayal, and Mr. Clarke, who is the Cassandra of Al Qaeda and one of the film's heroes, has complained about factual distortions.	Madeleine K. Albright has also objected to her portrayal, and |Mr. Clarke|, who is the *Cassandra* of /Al Qaeda/ and one of the film's heroes, has complained about factual distortions.	Cassandra	Al Qaeda	Mr. Clarke	Richard A. Clarke	Q560747
2190	1	nyt_corpus_1990.har/03/08/0332910.xml	1990.0	332910.0	Q1247268	Marlin Fitzwater, the White House spokesman, described the Missouri Democrat as ''the Maxwell Smart of politics,'' comparing him to the verbose, bumbling television detective of the 1960's.	Marlin Fitzwater, the White House spokesman, described |the Missouri Democrat| as ''the *Maxwell Smart* of /politics/,'' comparing him to the verbose, bumbling television detective of the 1960's.	Maxwell Smart	politics	the Missouri Democrat	Richard A. Gephardt	Q1209677
2191	1	nyt_corpus_1989.har/03/12/0231061.xml	1989.0	231061.0	Q40912	During their decade-long marriage, Elizabeth Taylor quipped that Burton was ''the Frank Sinatra of Shakespeare.''	During their decade-long marriage, Elizabeth Taylor quipped that |Burton| was ''the *Frank Sinatra* of /Shakespeare/.''	Frank Sinatra	Shakespeare	Burton	RICHARD BURTON	Q151973
2192	1	nyt_corpus_2003.har/01/05/1453822.xml	2003.0	1453822.0	Q957543	The 19th-century explorer Richard Burton, the Ernest Shackleton of sex, wrote that if a woman can perform this technique, ''her husband will then value her above all women, nor would he exchange her for the most beautiful queen in the Three Worlds.''	|The 19th-century explorer Richard Burton|, the *Ernest Shackleton* of /sex/, wrote that if a woman can perform this technique, ''her husband will then value her above all women, nor would he exchange her for the most beautiful queen in the Three Worlds.''	Ernest Shackleton	sex	The 19th-century explorer Richard Burton	Richard Burton	Q125057
2193	1	nyt_corpus_2001.har/08/24/1319576.xml	2001.0	1319576.0	Q298255	And their leader, Big Daddy Mars (Richard Cetrone), with his leather body armor and lank, dirty hair, seems to be the Rob Zombie of 2176, when ''Ghosts'' is set.	And their leader, |Big Daddy Mars| (Richard Cetrone), with his leather body armor and lank, dirty hair, seems to be the *Rob Zombie* of /2176/, when ''Ghosts'' is set.	Rob Zombie	2176	Big Daddy Mars	Richard Cetrone	
2194	1	nyt_corpus_1988.har/05/01/0140918.xml	1988.0	140918.0	Q59215	From the English sailor Blackthorne washed up on the beach of 17th-century Japan in ''Shogun'' to the amnesia victim Jason Bourne washed up on the beach in the south of France in 1988 in ''The Bourne Identity,'' Richard Chamberlain has become the Robert Redford of the living room, finding a stardom in prime time that has eluded him on the silver screen.	From the English sailor Blackthorne washed up on the beach of 17th-century Japan in ''Shogun'' to the amnesia victim Jason Bourne washed up on the beach in the south of France in 1988 in ''The Bourne Identity,'' |Richard Chamberlain| has become the *Robert Redford* of /the living room/, finding a stardom in prime time that has eluded him on the silver screen.	Robert Redford	the living room	Richard Chamberlain	Richard Chamberlain	Q295847
2195	1	nyt_corpus_2004.har/03/27/1569473.xml	2004.0	1569473.0	Q232019	Liberals see him as the Erin Brockovich of the Bush years.	Liberals see |him| as the *Erin Brockovich* of /the Bush years/.	Erin Brockovich	the Bush years	him	Richard Clarke	Q560747
2196	1	nyt_corpus_1996.har/02/18/0831070.xml	1996.0	831070.0	Q180099	"Richard Curtis is the Margaret Mead of Hell's Kitchen, a ""street ethnographer."""	"|Richard Curtis| is the *Margaret Mead* of /Hell's Kitchen/, a ""street ethnographer."""	Margaret Mead	Hell's Kitchen	Richard Curtis	Richard Curtis	
2197	1	nyt_corpus_1996.har/06/02/0855013.xml	1996.0	855013.0	Q327071	In his role as the Paul Revere for demographic dangers, Mr. Lamm said the New Deal ought to be overhauled and entitlements curbed.	In his role as the *Paul Revere* for /demographic dangers/, |Mr. Lamm| said the New Deal ought to be overhauled and entitlements curbed.	Paul Revere	demographic dangers	Mr. Lamm	Richard D. Lamm	Q884986
2198	1	nyt_corpus_1995.har/09/06/0786967.xml	1995.0	786967.0	Q561852	How does it feel to be the Willie Mays of heart surgery?	How does it feel to be the *Willie Mays* of /heart surgery/?	Willie Mays	heart surgery		Richard Dal Col	
2199	1	nyt_corpus_1987.har/09/27/0077726.xml	1987.0	77726.0	Q103846	But the tide eventually shifted, partly because the supreme materialist of physics, Richard Feynman of the California Institute of Technology, a man once described as the Groucho Marx of physics, turned the quest for nuclear substructure into a cause celebre.	But the tide eventually shifted, partly because the supreme materialist of physics, |Richard Feynman of the California Institute of Technology|, a man once described as the *Groucho Marx* of /physics/, turned the quest for nuclear substructure into a cause celebre.	Groucho Marx	physics	Richard Feynman of the California Institute of Technology	Richard Feynman	Q39246
2200	1	nyt_corpus_2007.har/01/07/1816844.xml	2007.0	1816844.0	Q167518	Bound for Albuquerque with the loquacious Richard Feynman, the Neal Cassady of physics, at the wheel, the two scientists talked nonstop about the morality of nuclear weapons and, when they had exhausted that subject, how photons dance with electrons to produce the physical world.	Bound for Albuquerque with |the loquacious Richard Feynman|, the *Neal Cassady* of /physics/, at the wheel, the two scientists talked nonstop about the morality of nuclear weapons and, when they had exhausted that subject, how photons dance with electrons to produce the physical world.	Neal Cassady	physics	the loquacious Richard Feynman	Richard Feynman	Q2129
2201	1	nyt_corpus_1990.har/09/18/0384922.xml	1990.0	384922.0	Q2009573	He was the James Bond of the 1840's,'' Mr. Rice says.	|He| was the *James Bond* of /the 1840's/,'' Mr. Rice says.	James Bond	the 1840's	He	Richard Francis Burton	Q125057
2202	1	nyt_corpus_1997.har/10/20/0966567.xml	1997.0	966567.0	Q38222	He is, in fact, quickly becoming the George Lucas of a business that is capturing an increasingly mainstream following.	|He| is, in fact, quickly becoming the *George Lucas* of /a business that is capturing an increasingly mainstream following/.	George Lucas	a business that is capturing an increasingly mainstream following	He	Richard Garriot	Q319269
2203	1	nyt_corpus_2005.har/08/29/1698188.xml	2005.0	1698188.0	Q54584	He is the Andy Roddick of France, the great national hope.	|He| is the *Andy Roddick* of /France/, the great national hope.	Andy Roddick	France	He	RICHARD GASQUET 	Q209436
2204	1	nyt_corpus_2004.har/10/10/1617915.xml	2004.0	1617915.0	Q213812	I look at Richard Hatch, and he's the Babe Ruth of this,'' said Scott Zakarin, the chief executive of Creative Light Entertainment, which started a Web site in August called the Fishbowl, devoted to stars of unscripted television series.	I look at Richard Hatch, and |he|'s the *Babe Ruth* of /this/,'' said Scott Zakarin, the chief executive of Creative Light Entertainment, which started a Web site in August called the Fishbowl, devoted to stars of unscripted television series.	Babe Ruth	this	he	Richard Hatch	Q3364044
2205	1	nyt_corpus_1993.har/01/15/0583131.xml	1993.0	583131.0	Q313697	"A conservative, he is widely called ""the Ross Perot of Los Angeles"" for his wealth and businesslike solutions to urban problems."	"A conservative, |he| is widely called ""the *Ross Perot* of /Los Angeles/"" for his wealth and businesslike solutions to urban problems."	Ross Perot	Los Angeles	he	Richard J. Riordan	Q721263
2206	1	nyt_corpus_2001.har/12/17/1352259.xml	2001.0	1352259.0	Q23	In the world of wealthy businessmen who have taken to running big cities, Mr. Riordan is a George Washington of sorts.	In the world of wealthy businessmen who have taken to running big cities, |Mr. Riordan| is a *George Washington* of /sorts/.	George Washington	sorts	Mr. Riordan	Richard J. Riordan	Q721263
2207	1	nyt_corpus_1993.har/04/18/0602876.xml	1993.0	602876.0	Q313697	If Woo is the Bill Clinton of the race, then Riordan is the Ross Perot.	If Woo is the Bill Clinton of /the race/, then |Riordan| is the *Ross Perot*.	Ross Perot	the race	Riordan	Richard J. Riordan	Q721263
2208	1	nyt_corpus_2005.har/02/07/1648130.xml	2005.0	1648130.0	Q11675	Richard L. Brodsky, an assemblyman from Westchester who calls himself the Eliot Spitzer of the New York State Legislature, was on a roll last Thursday morning.	|Richard L. Brodsky|, an assemblyman from Westchester who calls himself the *Eliot Spitzer* of /the New York State Legislature/, was on a roll last Thursday morning.	Eliot Spitzer	the New York State Legislature	Richard L. Brodsky	Richard L. Brodsky	Q7324359
2209	1	nyt_corpus_1990.har/04/07/0341525.xml	1990.0	341525.0	Q887520	Before Mr. Dinkins selected him, Mr. Schafffer said he dreamed that if he did not get the post, ''I was on my way to becoming the Harold Stassen of New York City,'' a reference to the perpetual but always unsuccessful candidate for the Republican nomination for President.	Before Mr. Dinkins selected him, Mr. Schafffer said he dreamed that if he did not get the post, ''|I| was on my way to becoming the *Harold Stassen* of /New York City/,'' a reference to the perpetual but always unsuccessful candidate for the Republican nomination for President.	Harold Stassen	New York City	I	Richard Lance Schaffer	
2210	1	nyt_corpus_1998.har/04/13/1009414.xml	1998.0	1009414.0	Q607	Lest people think Mr. Li aspires to be the Michael Bloomberg of Asia, he still views this latest venture as being in the entertainment tradition of Star TV.	Lest people think |Mr. Li| aspires to be the *Michael Bloomberg* of /Asia/, he still views this latest venture as being in the entertainment tradition of Star TV.	Michael Bloomberg	Asia	Mr. Li	Richard Li	Q712663
2211	1	nyt_corpus_1991.har/10/09/0479337.xml	1991.0	479337.0	Q410	One could call him the Carl Sagan of the deep.	One could call |him| the *Carl Sagan* of /the deep/.	Carl Sagan	the deep	him	Richard Lord	
2212	1	nyt_corpus_2003.har/03/20/1473894.xml	2003.0	1473894.0	Q22686	Capitalizing on generous Medicare payments for physical rehabilitation, he built enough personal wealth to become known as the Donald Trump of Birmingham.	Capitalizing on generous Medicare payments for physical rehabilitation, |he| built enough personal wealth to become known as the *Donald Trump* of /Birmingham/.	Donald Trump	Birmingham	he	Richard M. Scrushy	Q7327566
2213	1	nyt_corpus_1999.har/01/23/1079361.xml	1999.0	1079361.0	Q44616	That's why they call me the Wyatt Earp of whales, because I'm just saying, 'Let's obey the law.'	That's why they call |me| the *Wyatt Earp* of /whales/, because I'm just saying, 'Let's obey the law.'	Wyatt Earp	whales	me	Richard Max Strahan	
2214	1	nyt_corpus_1996.har/08/25/0873426.xml	1996.0	873426.0	Q436386	But alas, the Rodney Dangerfield of Saddle River got no enduring respect from the Clintons.	But alas, the *Rodney Dangerfield* of /Saddle River/ got no enduring respect from the Clintons.	Rodney Dangerfield	Saddle River		Richard Nixon	Q9588
2215	1	nyt_corpus_2003.har/10/10/1526015.xml	2003.0	1526015.0	Q5597	Bonington, whom Delacroix called the Raphael of landscape painting, is represented by a luminous work called ''A Fishmarket Near Boulogne,'' which made a splash in the 1824 Salon.	|Bonington|, whom Delacroix called the *Raphael* of /landscape painting/, is represented by a luminous work called ''A Fishmarket Near Boulogne,'' which made a splash in the 1824 Salon.	Raphael	landscape painting	Bonington	Richard Parkes Bonington	Q380395
2216	1	nyt_corpus_2004.har/01/26/1553868.xml	2004.0	1553868.0	Q36105	After thieves stole flowers from him recently, Mr. Price, who could become the Charles Bronson of guacamole, planted his hillsides with long-thorned finger cactus -- ''enough to completely engulf the valley,'' he said.	After thieves stole flowers from him recently, |Mr. Price|, who could become the *Charles Bronson* of /guacamole/, planted his hillsides with long-thorned finger cactus -- ''enough to completely engulf the valley,'' he said.	Charles Bronson	guacamole	Mr. Price	Richard Price	Q42591886
2217	1	nyt_corpus_2005.har/12/13/1724564.xml	2005.0	1724564.0	Q41921	Richard Pryor was the Rosa Parks of comedy,'' said Chris Rock, in a statement.	|Richard Pryor| was the *Rosa Parks* of /comedy/,'' said Chris Rock, in a statement.	Rosa Parks	comedy	Richard Pryor	Richard Pryor	Q294912
2218	1	nyt_corpus_1992.har/03/08/0512675.xml	1992.0	512675.0	Q283884	And there's the Harold Stassen of New York, Herman Badillo, and the Paul Tsongas of New York, Richard Ravitch.	And there's the Harold Stassen of New York, Herman Badillo, and the *Paul Tsongas* of /New York/, |Richard Ravitch|.	Paul Tsongas	New York	Richard Ravitch	Richard Ravitch	Q7328603
2219	1	nyt_corpus_1990.har/12/07/0406630.xml	1990.0	406630.0	Q107190	Richard Tuttle may be the Peter Pan of contemporary art: the artist who refuses to grow up or old, or to settle down in any way.	|Richard Tuttle| may be the *Peter Pan* of /contemporary art/: the artist who refuses to grow up or old, or to settle down in any way.	Peter Pan	contemporary art	Richard Tuttle	Richard Tuttle	Q836743
2220	1	nyt_corpus_2002.har/02/24/1370394.xml	2002.0	1370394.0	Q186492	Dr. D'Souza is the General Patton of bad breath.	|Dr. D'Souza| is the *General Patton* of /bad breath/.	General Patton	bad breath	Dr. D'Souza	Richard W. D'Souza	
2221	1	nyt_corpus_1997.har/09/10/0956469.xml	1997.0	956469.0	Q1145222	The Mets broadcaster Ralph Kiner said, ''He was the Tony Gwynn of his time.''	The Mets broadcaster Ralph Kiner said, ''|He| was the *Tony Gwynn* of /his time/.''	Tony Gwynn	his time	He	Richie Ashburn	Q1489089
2222	1	nyt_corpus_2000.har/10/28/1242527.xml	2000.0	1242527.0	Q4837645	Think of Representative Rick A. Lazio as the Babe Dahlgren of New York politics.	Think of |Representative Rick A. Lazio| as the *Babe Dahlgren* of /New York politics/.	Babe Dahlgren	New York politics	Representative Rick A. Lazio	Rick A. Lazio	Q72498
2223	1	nyt_corpus_2004.har/12/26/1637357.xml	2004.0	1637357.0	Q739866	Not a bad legacy for the Pete Rose of funk.	Not a bad legacy for the *Pete Rose* of /funk/.	Pete Rose	funk		Rick James	Q248207
2224	1	nyt_corpus_2004.har/12/26/1637357.xml	2004.0	1637357.0	Q739866	James might be called the Pete Rose of funk; deprived of Sly Stone's or Prince's native genius, he scrapped his way to the top.	|James| might be called the *Pete Rose* of /funk/; deprived of Sly Stone's or Prince's native genius, he scrapped his way to the top.	Pete Rose	funk	James	Rick James	Q248207
2225	1	nyt_corpus_1991.har/06/24/0454960.xml	1991.0	454960.0	Q335762	Pitino had the talent, the style, the look to be the Pat Riley of the East.	|Pitino| had the talent, the style, the look to be the *Pat Riley* of /the East/.	Pat Riley	the East	Pitino	Rick Pitino	Q686052
2226	1	nyt_corpus_1999.har/02/20/1086460.xml	1999.0	1086460.0	Q5213152	It is this kind of grandiose talk that makes some people kid Mr. Russo about trying to be the Dan Biederman of Brooklyn -- a tongue-in-cheek comparison to the Manhattan BID president who got on the wrong side of Mayor Rudolph W. Giuliani for wielding too much power.	It is this kind of grandiose talk that makes some people kid |Mr. Russo| about trying to be the *Dan Biederman* of /Brooklyn/ -- a tongue-in-cheek comparison to the Manhattan BID president who got on the wrong side of Mayor Rudolph W. Giuliani for wielding too much power.	Dan Biederman	Brooklyn	Mr. Russo	Rick Russo	
2227	1	nyt_corpus_1989.har/12/17/0309934.xml	1989.0	309934.0	Q434513	Two meals and a long talk convinced me that the owner of that enchanting restaurant had to be the Alice Waters of Cornwall.	Two meals and a long talk convinced me that |the owner of that enchanting restaurant| had to be the *Alice Waters* of /Cornwall/.	Alice Waters	Cornwall	the owner of that enchanting restaurant	Rick Stein	Q7331770
2228	1	nyt_corpus_2002.har/10/20/1433181.xml	2002.0	1433181.0	Q1124	A likable seducer, he enjoyed a reputation as ''the Bill Clinton of Sudan.''	A likable seducer, |he| enjoyed a reputation as ''the *Bill Clinton* of /Sudan/.''	Bill Clinton	Sudan	he	Riek Machar	Q444994
2229	1	nyt_corpus_2003.har/07/27/1507363.xml	2003.0	1507363.0	Q162629	Mr. Allen, the Simon Cowell of the board, suggests that Cousin Mike doesn't deserve to win because he'd never be allowed to play on a decent golf course with all those tattoos.	|Mr. Allen|, the *Simon Cowell* of /the board/, suggests that Cousin Mike doesn't deserve to win because he'd never be allowed to play on a decent golf course with all those tattoos.	Simon Cowell	the board	Mr. Allen	Ringo Allen	
2230	1	nyt_corpus_1997.har/06/26/0939657.xml	1997.0	939657.0	Q11637	She won the contest and said that soon thereafter she was cast in her first musical, began playing leading roles in Athens theaters and eventually became known as the Judy Garland of Greece.	She won the contest and said that soon thereafter |she| was cast in her first musical, began playing leading roles in Athens theaters and eventually became known as the *Judy Garland* of /Greece/.	Judy Garland	Greece	she	Rita Dimitri	
2231	1	nyt_corpus_1999.har/12/05/1158353.xml	1999.0	1158353.0	Q153032	And how does the enigmatic ''Riverbank,'' which was dubbed by its former owner, Mr. Wang, as ''the Mona Lisa of Chinese painting,'' fit into all of this?	And how does |the enigmatic ''Riverbank|,'' which was dubbed by its former owner, Mr. Wang, as ''the *Mona Lisa* of /Chinese painting/,'' fit into all of this?	Mona Lisa	Chinese painting	the enigmatic ''Riverbank	Riverbank	Q78872061
2232	1	nyt_corpus_2001.har/03/30/1281715.xml	2001.0	1281715.0	Q39829	For good measure there's a little of ''Willie Wonka and the Chocolate Factory''; Mr. Rodriguez feels the sportive twist that Roald Dahl, the Stephen King for kids, drizzled over his bad-dreamscapes.	For good measure there's a little of ''Willie Wonka and the Chocolate Factory''; Mr. Rodriguez feels the sportive twist that |Roald Dahl|, the *Stephen King* for /kids/, drizzled over his bad-dreamscapes.	Stephen King	kids	Roald Dahl	Roald Dahl	Q25161
2233	1	nyt_corpus_2000.har/01/13/1168186.xml	2000.0	1168186.0	Q1173180	But there's a resourcefulness here: they use cheap electronics well, they mine a lot of feeling from single vamps, and the disciplined, versatile cornetist Rob Mazurek may yet become the Dave Douglas of the Midwest.	But there's a resourcefulness here: they use cheap electronics well, they mine a lot of feeling from single vamps, and |the disciplined, versatile cornetist Rob Mazurek| may yet become the *Dave Douglas* of /the Midwest/.	Dave Douglas	the Midwest	the disciplined, versatile cornetist Rob Mazurek	Rob Mazurek	Q7340353
2234	1	nyt_corpus_2000.har/08/25/1225073.xml	2000.0	1225073.0	Q1173180	But there's a resourcefulness here: the players use cheap electronics well, they mine a lot from simple vamps, and the disciplined, versatile trumpeter Rob Mazurek may yet become something like the Dave Douglas of the Midwest.	But there's a resourcefulness here: the players use cheap electronics well, they mine a lot from simple vamps, and |the disciplined, versatile trumpeter Rob Mazurek| may yet become something like the *Dave Douglas* of /the Midwest/.	Dave Douglas	the Midwest	the disciplined, versatile trumpeter Rob Mazurek	Rob Mazurek	Q7340353
2235	1	nyt_corpus_1994.har/08/19/0707104.xml	1994.0	707104.0	Q505423	Moore was to be the Jerry Rice of the Jets' sophisticated 49ers-style attack this season.	|Moore| was to be the *Jerry Rice* of /the Jets' sophisticated 49ers-style attack this season/.	Jerry Rice	the Jets' sophisticated 49ers-style attack this season	Moore	Rob Moore	Q7340390
2236	1	nyt_corpus_1998.har/09/23/1048736.xml	1998.0	1048736.0	Q296647	Mr. Stern, a traditionalist, has himself had a lifelong love affair with molding, and there are complaints at Yale that installing the Ralph Lauren of architecture -- the view of his critics -- sends the wrong message about the direction of the school.	|Mr. Stern|, a traditionalist, has himself had a lifelong love affair with molding, and there are complaints at Yale that installing the *Ralph Lauren* of /architecture/ -- the view of his critics -- sends the wrong message about the direction of the school.	Ralph Lauren	architecture	Mr. Stern	Robert A. M. Stern	Q166567
2237	1	nyt_corpus_1996.har/05/05/0848246.xml	1996.0	848246.0	Q1277029	"Prof. P. Jeffrey Hopkins of the University of Virginia, Thurman's colleague and fellow translator, calls him ""the Red Skelton of Tibetan Buddhism."""	"Prof. P. Jeffrey Hopkins of the University of Virginia, Thurman's colleague and fellow translator, calls |him| ""the *Red Skelton* of /Tibetan Buddhism/."""	Red Skelton	Tibetan Buddhism	him	Robert A.F. Thurman	Q1377791
2238	1	nyt_corpus_1987.har/05/27/0044042.xml	1987.0	44042.0	Q506146	Compared to the younger smoothies, Mr. Altman, who called himself ''the George Jessel of intellectuals,'' addressed the audience from the standpoint of an embattled, aging hipster commenting amusingly on everything from the relationship between food and language to condom advertising.	Compared to the younger smoothies, |Mr. Altman|, who called himself ''the *George Jessel* of /intellectuals/,'' addressed the audience from the standpoint of an embattled, aging hipster commenting amusingly on everything from the relationship between food and language to condom advertising.	George Jessel	intellectuals	Mr. Altman	Robert Altman	Q17985995
2239	1	nyt_corpus_1992.har/07/17/0543317.xml	1992.0	543317.0	Q41421	He's the Michael Jordan of management in Digital.	|He|'s the *Michael Jordan* of /management in Digital/.	Michael Jordan	management in Digital	He	Robert B. Palmer	Q7348265
2240	1	nyt_corpus_2003.har/04/13/1480281.xml	2003.0	1480281.0	Q531599	Like Goldwyn and Selznick before him, but smarter than either of them, he was a maverick, though one with establishment tastes and goals -- the Harvey Weinstein of his day, making the kind of movie that seemed custom-designed to win Academy Awards.	Like Goldwyn and Selznick before him, but smarter than either of them, |he| was a maverick, though one with establishment tastes and goals -- the *Harvey Weinstein* of /his day/, making the kind of movie that seemed custom-designed to win Academy Awards.	Harvey Weinstein	his day	he	Robert Bolt	Q26062
2241	1	nyt_corpus_1997.har/10/15/0965140.xml	1997.0	965140.0	Q935	Bob Merton is the Isaac Newton of his field,'' Mr. Samuelson said.	|Bob Merton| is the *Isaac Newton* of /his field/,'' Mr. Samuelson said.	Isaac Newton	his field	Bob Merton	Robert C. Merton	Q287542
2242	1	nyt_corpus_1994.har/09/27/0714747.xml	1994.0	714747.0	Q43270	"The art critic Robert Hughes calls Mr. Crumb ""the Bruegel of the 20th century."""	"The art critic Robert Hughes calls |Mr. Crumb| ""the *Bruegel* of /the 20th century/."""	Bruegel	the 20th century	Mr. Crumb	Robert Crumb	Q435278
2243	1	nyt_corpus_1990.har/03/28/0338652.xml	1990.0	338652.0	Q5488961	He looked like the Frank Perdue of strawberries.	|He| looked like the *Frank Perdue* of /strawberries/.	Frank Perdue	strawberries	He	Robert E. (Roy) Parke	
2244	1	nyt_corpus_1995.har/06/21/0770285.xml	1995.0	770285.0	Q369675	At long last, the Johnny Appleseed of massive penny-stock fraud has been brought to justice, he said.	At long last, the *Johnny Appleseed* of /massive penny-stock fraud/ has been brought to justice, he said.	Johnny Appleseed	massive penny-stock fraud		Robert E. Brennan	Q7343739
2245	1	nyt_corpus_2000.har/08/06/1220715.xml	2000.0	1220715.0	Q22686	Brennan, like Diaz, knew he would never be accepted by the crusty racing establishment, so he played on twisted populist urges like a Trump of the mainland.	Brennan, like Diaz, knew he would never be accepted by the crusty racing establishment, so |he| played on twisted populist urges like a *Trump* of /the mainland/.	Trump	the mainland	he	Robert E. Brennan	Q7343739
2246	1	nyt_corpus_1992.har/02/09/0506507.xml	1992.0	506507.0	Q637200	"Mr. Easton, who likes to think of himself as the Henry Higgins of Hollywood -- he is even incorporated as such: ""The Henry Higgins of Hollywood Inc."" -- is called upon several times a day to be just that."	"|Mr. Easton|, who likes to think of himself as the *Henry Higgins* of /Hollywood/ -- he is even incorporated as such: ""The Henry Higgins of Hollywood Inc."" -- is called upon several times a day to be just that."	Henry Higgins	Hollywood	Mr. Easton	Robert Easton	Q705447
2247	1	nyt_corpus_1998.har/04/03/1006919.xml	1998.0	1006919.0	Q637200	His company, called the Henry Higgins of Hollywood Inc., has been in business since 1964, when he decided that something he had been doing for friends  free could be the basis of a good living.	|His company|, called the *Henry Higgins* of /Hollywood Inc./, has been in business since 1964, when he decided that something he had been doing for friends  free could be the basis of a good living.	Henry Higgins	Hollywood Inc.	His company	Robert Easton Repertory Company	
2248	1	nyt_corpus_1990.har/04/03/0340484.xml	1990.0	340484.0	Q2596171	Evans as the John Henry of astronomy,'' Dr. Woosley said.	|Evans| as the *John Henry* of /astronomy/,'' Dr. Woosley said.	John Henry	astronomy	Evans	Robert Evans	Q944851
2249	1	nyt_corpus_2001.har/08/13/1316945.xml	2001.0	1316945.0	Q5592	But he will have found the best of whatever it is, the Michelangelo of seashell art.''	But |he| will have found the best of whatever it is, the *Michelangelo* of /seashell art/.''	Michelangelo	seashell art	he	Robert Gottlieb	Q2157324
2250	1	nyt_corpus_1989.har/09/10/0282118.xml	1989.0	282118.0	Q937	But he was a genius, the Einstein of the law.''	But |he| was a genius, the *Einstein* of /the law/.''	Einstein	the law	he	Robert H. Bork	Q1365780
2251	1	nyt_corpus_1998.har/06/14/1024559.xml	1998.0	1024559.0	Q8768	The company bears the strong stamp of Mr. Dedman Sr., described by one industry executive as ''the Henry Ford of the club management business.''	The company bears the strong stamp of |Mr. Dedman Sr.|, described by one industry executive as ''the *Henry Ford* of /the club management business/.''	Henry Ford	the club management business	Mr. Dedman Sr.	Robert H. Dedman Sr.	Q7345044
2252	1	nyt_corpus_2000.har/05/07/1197779.xml	2000.0	1197779.0	Q72267	Robert Halmi Sr., the Cecil B. DeMille of the 27-inch screen, speaks proudly of the inspirational power of that pulpy television standby, the mini-series.	|Robert Halmi Sr.|, the *Cecil B. DeMille* of /the 27-inch screen/, speaks proudly of the inspirational power of that pulpy television standby, the mini-series.	Cecil B. DeMille	the 27-inch screen	Robert Halmi Sr.	Robert Halmi Sr.	Q23562833
2253	1	nyt_corpus_2000.har/10/30/1243224.xml	2000.0	1243224.0	Q953153	He was a Dennis Miller of financial filings who made semiannual reports funny.	|He| was a *Dennis Miller* of /financial filings/ who made semiannual reports funny.	Dennis Miller	financial filings	He	Robert J. Sanborn	Q7345970
2254	1	nyt_corpus_2000.har/07/16/1215524.xml	2000.0	1215524.0	Q5237521	Jackson, he said, agreed to go to Nuremberg ''when he was told it was a chance to make history -- 'You're going to be the David Merrick of the trial and produce the whole thing from straw.'	Jackson, he said, agreed to go to Nuremberg ''when he was told it was a chance to make history -- '|You|'re going to be the *David Merrick* of /the trial/ and produce the whole thing from straw.'	David Merrick	the trial	You	Robert Jackson	Q505450
2255	1	nyt_corpus_1994.har/12/26/0733507.xml	1994.0	733507.0	Q216810	Les Miserables is the one role that Robert Karp, a New York City Board of Education administrator who is arguably the King Kong of walk-ons, still covets.	Les Miserables is the one role that |Robert Karp|, a New York City Board of Education administrator who is arguably the *King Kong* of /walk-ons/, still covets.	King Kong	walk-ons	Robert Karp	Robert Karp	
2256	1	nyt_corpus_1995.har/07/23/0777236.xml	1995.0	777236.0	Q392	The lead vocalist and guitarist, Robert Krestan, is known as the Bob Dylan of the Czech Republic.	The lead vocalist and guitarist, |Robert Krestan|, is known as the *Bob Dylan* of /the Czech Republic/.	Bob Dylan	the Czech Republic	Robert Krestan	Robert Krestan	Q12049508
2257	1	nyt_corpus_1989.har/03/27/0235157.xml	1989.0	235157.0	Q5604	Who could protest a project designed by children, hand-built by parents, paid for with private money and planned by Robert Leathers, the Frank Lloyd Wright of the Sesame Street set?	Who could protest a project designed by children, hand-built by parents, paid for with private money and planned by |Robert Leathers|, the *Frank Lloyd Wright* of /the Sesame Street set/?	Frank Lloyd Wright	the Sesame Street set	Robert Leathers	Robert Leathers	
2258	1	nyt_corpus_2005.har/08/07/1692805.xml	2005.0	1692805.0	Q193156	Enter, at the average wine consumer's side, Robert M. Parker Jr., who sees himself as the Ralph Nader of wine.	Enter, at the average wine consumer's side, |Robert M. Parker Jr.|, who sees himself as the *Ralph Nader* of /wine/.	Ralph Nader	wine	Robert M. Parker Jr.	Robert M. Parker Jr.	Q594156
2259	1	nyt_corpus_2004.har/05/08/1579929.xml	2004.0	1579929.0	Q339838	He was the Emeril Lagasse of his time, gaining notoriety while working in several noble households and famous for such stunts as baking a deer-shaped loaf of bread that bled wine when pricked.	|He| was the *Emeril Lagasse* of /his time/, gaining notoriety while working in several noble households and famous for such stunts as baking a deer-shaped loaf of bread that bled wine when pricked.	Emeril Lagasse	his time	He	Robert May	Q7347440
2260	1	nyt_corpus_2001.har/10/14/1333516.xml	2001.0	1333516.0	Q1929421	He's the Nicholson Baker of rural life.	|He|'s the *Nicholson Baker* of /rural life/.	Nicholson Baker	rural life	He	Robert Morgan	Q7347798
2261	1	nyt_corpus_1988.har/08/04/0167715.xml	1988.0	167715.0	Q342778	If not for his experimental streak, Robert Palmer could be the Pat Boone of the 1980's.	If not for his experimental streak, |Robert Palmer| could be the *Pat Boone* of /the 1980's/.	Pat Boone	the 1980's	Robert Palmer	Robert Palmer	Q325412
